,PM,date,publish_date,activities
3098,Yoshihide_Suga,9月4日,2021-09-05,▽7時42分　東京・赤坂の衆院議員宿舎発。50分　東京都港区の国際医療福祉大三田病院。健康診断。▽12時47分　東京・赤坂の衆院議員宿舎。▽17時4分　東京・永田町のザ・キャピトルホテル東急。スパ＆バーバー「カージュラジャ　ティアド」で散髪。▽19時36分　東京・赤坂の衆院議員宿舎。 
3140,Fumio_Kishida,10月17日,2021-10-18,▽7時24分　宿泊先の仙台市青葉区の仙台国際ホテル発。西銘復興相同行。▽8時27分　福島県南相馬市の商業施設「セデッテかしま」。休憩。▽9時13分　同県大熊、双葉両町の東京電力福島第1原発。視察。内堀雅雄知事、東京電力ホールディングスの小林喜光会長、小早川智明社長ら同行。▽10時54分　同県浪江町の町営大平山霊園。慰霊碑に献花、黙とう。吉田数博浪江町長ら同行。▽11時9分　同町の「道の駅なみえ」。視察。昼食。しらす、米、陶器などを購入。▽12時19分　同県双葉町の葬儀場「聖香苑」。特定復興再生拠点区域（復興拠点）外にあたる周辺を車内から視察。43分　ＪＲ双葉駅。復興拠点内にあたる周辺を視察。伊沢史朗町長から同町と企業が共同開発したタオルマフラー受け取り。▽13時23分　同県大熊町のイチゴ栽培施設「ネクサスファームおおくま」。視察。イチゴを試食。吉田淳町長同行。57分　同県富岡町の同町文化交流センター「学びの森」。帰還者、移住者と車座で意見交換。復興相、知事ら同席。記念撮影。▽14時45分　報道各社のインタビュー。▽16時8分　同県田村市の磐越自動車道阿武隈高原サービスエリア。休憩。39分　ＪＲ郡山駅。46分　根本匠前衆院議員。▽18時23分　やまびこ62号でＪＲ東京駅。26分　木原官房副長官。▽19時4分　東京・銀座の歌舞伎座タワー。インターネット動画中継サイト「ニコニコ動画」の党首討論に出席。▽20時53分　東京・六番町の「カット・イン・ソーレ麹町店」。散髪。▽22時20分　東京・赤坂の衆院議員宿舎。 
3154,Fumio_Kishida,10月31日・11月1日,2021-11-01,〈31日〉▽11時58分　東京・赤坂の衆院議員宿舎発。▽12時5分　東京・紀尾井町のホテルニューオータニ。同ホテル内の「ヘアサロン大野」で散髪。▽13時36分　東京・赤坂の衆院議員宿舎。▽18時17分　東京・紀尾井町のホテルニューオータニ。中国料理店「大観苑」で秘書官と食事。打ち合わせ。▽19時43分　党本部。▽21時3分　東京・永田町の全国町村会館西館。岸田派の事務所であいさつ。24分　党本部。▽22時　テレビ各社の報道番組に出演。49分　ラジオ各社の報道番組に出演。▽23時13分　インターネット動画中継サイト「ニコニコ動画」に出演。〈1日〉▽0時36分　報道各社のインタビュー。43分　東京・赤坂の衆院議員宿舎。 
3167,Fumio_Kishida,11月13日,2021-11-14,　午前中は東京・赤坂の衆院議員宿舎で過ごす。▽13時37分　衆院議員宿舎発。45分　東京・平河町の砂防会館別館。▽14時1分　会議室「利根」で北朝鮮による拉致問題の国民大集会に出席し、あいさつ。54分　東京・赤坂の衆院議員宿舎。▽17時1分　東京・六番町の「カット・イン・ソーレ麹町店」。散髪。▽18時38分　東京・赤坂の衆院議員宿舎。54分　東京・若葉のフランス料理店「オテル・ドゥ・ミクニ」。裕子夫人と食事。▽21時20分　東京・赤坂の衆院議員宿舎。 
3180,Fumio_Kishida,11月27日,2021-11-28,▽9時34分　東京・赤坂の衆院議員宿舎発。36分　官邸。54分　陸上自衛隊ヘリコプターで東京・大泉学園町の陸自朝霞駐屯地。▽10時15分　観閲式に出席。訓示。59分　吉田防衛省陸上幕僚長らから状況報告。岸防衛相、防衛省の島田次官、山崎統合幕僚長同席。▽11時39分　隊員と車座で意見交換。▽12時13分　機動戦闘車などを視察。▽13時1分　東部方面総監部庁舎で防衛相、防衛省の次官、統合幕僚長らと会食。▽14時29分　東京都武蔵野市の「ＮＴＴ武蔵野研究開発センタ」。最先端通信技術に関する展示を視察。金子総務相同行。52分　研究者、技術利用者と車座で意見交換。▽15時48分　報道各社のインタビュー。▽17時12分　東京・六番町の「カット・イン・ソーレ麹町店」。散髪。▽18時46分　東京・赤坂の焼き肉店「叙々苑游玄亭赤坂」。地元事務所スタッフと食事。▽21時17分　東京・赤坂の衆院議員宿舎。 
3195,Fumio_Kishida,12月12日・13日,2021-12-14,〈12日〉▽10時13分　公邸発。19分　東京・紀尾井町のホテルニューオータニ。同ホテル内の「ヘアサロン大野」で散髪。▽12時12分　公邸。▽17時2分　後藤厚労相、藤井官房副長官補、厚労省の吉田次官、福島医務技監。45分　秋葉国家安全保障局長、島田防衛次官、鈴木防衛装備庁長官。〈13日〉▽7時42分　公邸前で報道各社のインタビュー。44分　官邸。46分　木原官房副長官。▽8時49分　国会。56分　衆院予算委員会。▽12時6分　官邸。30分　関口参院議員会長、羽生田俊参院議員。54分　国会。▽13時　衆院予算委。▽17時6分　党役員会。27分　官邸。59分　報道各社のインタビュー。▽18時12分　東京・芝公園のホテル「ザ・プリンスパークタワー東京」。宴会場「コンベンションホール」で、茂木派のパーティーに出席し、あいさつ。38分　公邸。 
3211,Fumio_Kishida,12月29日,2021-12-30,　午前中は来客なく、公邸で過ごす。▽13時　東京・紀尾井町のホテルニューオータニ。「ヘアサロン大野」で散髪。▽14時59分　公邸。▽15時7分　古賀篤衆院議員。▽16時2分　古賀氏出る。 
3227,Fumio_Kishida,1月15日,2022-01-16,　午前中は来客なく、公邸で過ごす。▽14時55分　公邸発。▽15時3分　東京・紀尾井町のホテルニューオータニ。「ヘアサロン大野」で散髪。▽16時51分　公邸。▽18時29分　東京・明石町の日本料理店「つきじ治作」。山際経財相、木原官房副長官、甘利明前幹事長と会食。▽21時　公邸。 
3241,Fumio_Kishida,1月29日,2022-01-30,　午前中は来客なく、公邸で過ごす。▽13時47分　公邸発。▽14時　東京・銀座の「ヘア　モード　キクチ銀座店」。散髪。▽16時1分　公邸。 
3255,Fumio_Kishida,2月12日,2022-02-13,▽9時15分　公邸発。37分　羽田空港。斉藤国交相出迎え。新型コロナウイルスワクチンの職場接種会場や水際対策の現場を視察。▽10時38分　航空会社スタッフと車座で意見交換。▽11時35分　報道各社のインタビュー。▽12時17分　公邸。44分　藤井官房副長官補、森昌文補佐官、迫井新型コロナウイルス等感染症対策推進室長、安藤外務省領事局長、厚労省の吉田次官、伊原医政局長、橋本子ども家庭局長。▽13時9分　藤井副長官補、森昌文補佐官、新型コロナウイルス等感染症対策推進室長、義本文科次官、厚労省の次官、医政局長、子ども家庭局長。▽14時6分　東京・銀座の「ヘア　モード　キクチ銀座店」。散髪。▽16時8分　公邸。 
3268,Fumio_Kishida,2月26日,2022-02-27,　午前中は来客なく、公邸で過ごす。▽14時7分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽16時12分　公邸。28分　村田内閣危機管理監、秋葉国家安全保障局長、高橋官房副長官補、滝沢内閣情報官、外務省の森次官、宇山欧州局長、三村財務省国際局長、保坂資源エネルギー庁長官、増田防衛省防衛政策局長。▽18時4分　国家安全保障局長。11分　国家安全保障局長出る。 
3282,Fumio_Kishida,3月12日,2022-03-13,▽7時15分　宿泊先の岩手県大船渡市の大船渡プラザホテル発。35分　同県陸前高田市の高田松原津波復興祈念公園。献花、黙とう。視察。達増拓也県知事、戸羽太市長同行。▽8時38分　宮城県登米市の三陸自動車道三滝堂パーキングエリア。休憩。▽9時29分　同県石巻市の石巻南浜津波復興祈念公園。献花、黙とう。視察。遠藤信哉県副知事、斎藤正美市長同行。51分　報道各社のインタビュー。▽11時13分　ＪＲ仙台駅。15分　郡和子仙台市長、土井亨衆院議員。▽13時3分　はやぶさ16号でＪＲ東京駅。39分　東京・平河町の砂防会館別館。▽14時　会議室「利根」で北朝鮮による拉致被害者家族会の故飯塚繁雄前代表のお別れの会に出席。弔辞、献花。52分　党本部。▽15時30分　党青年部・青年局、女性局合同全国大会に出席し、あいさつ。▽16時5分　党全国幹事長会議に出席し、あいさつ。43分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽19時5分　公邸。 
3296,Fumio_Kishida,3月27日,2022-03-28,▽9時3分　公邸から官邸。38分　陸上自衛隊ヘリコプターで神奈川県横須賀市の防衛大学校。45分　岸防衛相、久保文明防衛大学校長ら。▽10時4分　防衛大卒業式。▽11時11分　防衛相、防衛大学校長ら。36分　任命・宣誓式。▽12時7分　防衛大の学生らと車座で意見交換。58分　陸自ヘリで官邸屋上ヘリポート。▽13時3分　公邸。58分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽16時16分　公邸。22分　松野、木原、磯崎、栗生正副官房長官、村田内閣危機管理監、滝崎官房副長官補、滝沢内閣情報官、外務省の森次官、宇山欧州局長、神田財務官、保坂資源エネルギー庁長官、増田防衛省防衛政策局長。▽16時53分　磯崎副長官。▽20時33分　磯崎氏出る。 
3310,Fumio_Kishida,4月10、11日,2022-04-12,〈10日〉▽10時47分　公邸発。▽11時1分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽13時5分　公邸。▽17時54分　東京・高輪のグランドプリンスホテル高輪。「鉄板焼　しゃぶしゃぶ　ステーキハウス　桂」で安倍晋三元首相、萩生田経産相、松野官房長官と会食。▽20時30分　公邸。〈11日〉▽9時49分　公邸から官邸。▽10時2分　秋葉国家安全保障局長、滝沢内閣情報官、岡野外務省総合外交政策局長、防衛省の島田次官、増田防衛政策局長。30分　ジャーナリストの後藤謙次氏。▽11時　国家安全保障局長、内閣情報官。24分　内閣情報官。▽13時32分　アワオーシャン会合向けのビデオメッセージ収録。▽14時53分　磯崎、栗生両官房副長官、村田内閣危機管理監、国家安全保障局長、内閣情報官、外務省の森次官、宇山欧州局長、防衛省防衛政策局長。▽15時　神田財務官、保坂資源エネルギー庁長官加わる。22分　山際経財相、新原新しい資本主義実現本部事務局長代理、田和内閣府次官。▽16時2分　馳浩石川県知事。岡田参院国対委員長同席。25分　党本部。27分　麻生副総裁、茂木幹事長。▽17時2分　党役員会。32分　官邸。38分　根本匠衆院予算委員長。▽18時24分　東京・猿楽町のフランス料理店「レストラン・パッション」。副総裁、都倉文化庁長官と会食。▽22時　公邸。 
3323,Fumio_Kishida,4月24日,2022-04-25,▽0時39分　官邸で松野、栗生正副官房長官、村田内閣危機管理監、藤井官房副長官補、奥島海上保安庁長官。▽1時20分　報道各社のインタビュー。25分　公邸。▽14時　木原、磯崎、栗生各官房副長官、内閣危機管理監、藤井、高橋両官房副長官補、藤井国交審議官、海上保安庁長官。48分　東京・築地の築地本願寺。母親の澄子さんの三回忌法要。▽16時14分　東京・日本橋室町のホテル「マンダリンオリエンタル東京」。宴会場「リンデンルーム」で裕子夫人ら親族と食事。▽18時41分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽20時43分　公邸。 
3337,Fumio_Kishida,5月8日・9日,2022-05-10,〈8日〉　午前中は来客なく、公邸で過ごす。▽14時7分　東京・銀座のリラクセーションサロン「クイーンズウェイ銀座並木通り店」。マッサージ。▽16時15分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽18時16分　公邸。〈9日〉▽0時2分　主要7カ国（Ｇ7）首脳テレビ会議。▽1時15分　会議終了。▽9時26分　公邸から官邸。27分　報道各社のインタビュー。37分　日韓議員連盟の額賀福志郎会長、武田良太幹事長。54分　皇居。帰国の記帳。▽10時9分　官邸。26分　イゲ米ハワイ州知事。世耕参院幹事長、松山政司参院議員同席。54分　末松文科相、義本文科次官。▽11時51分　松野、木原、磯崎、栗生正副官房長官、村田内閣危機管理監、秋葉国家安全保障局長、滝沢内閣情報官、外務省の森次官、宇山欧州局長、増田防衛省防衛政策局長。56分　神田財務官、保坂資源エネルギー庁長官加わる。▽12時11分　国家安全保障局長、内閣情報官。39分　西銘沖縄・北方相、原内閣府政策統括官。▽15時1分　北京冬季五輪・パラリンピック日本選手団に感謝状授与。記念撮影。▽16時26分　党本部。27分　麻生副総裁、茂木幹事長。▽17時4分　党役員会。30分　官邸。▽18時3分　公邸。4分　週刊新潮の企画用にジャーナリストの桜井よしこ氏と対談。▽19時38分　桜井氏出る。 
3349,Fumio_Kishida,5月21日,2022-05-22,▽6時20分　公邸発。32分　ＪＲ東京駅。▽8時51分　のぞみ201号でＪＲ京都駅。▽9時2分　京都市下京区の旧アランヴェールホテル京都。党参院選立候補予定者の後援会会合に出席し、あいさつ。43分　京都府庁。文化庁移転工事状況を視察。西脇隆俊京都府知事、都倉文化庁長官ら同行。▽10時3分　文化芸術関係者と意見交換。▽11時2分　報道各社のインタビュー。47分　京都府京田辺市の第2京阪道路京田辺パーキングエリア。休憩。▽12時23分　大阪市天王寺区のシェラトン都ホテル大阪。宴会場「浪速の間」で党大阪府連所属の元衆院議員らによる「挑戦の会」設立総会に出席し、あいさつ。▽13時30分　大阪空港。▽15時10分　全日空28便で羽田空港。45分　公邸。▽16時24分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。宴会場「メイプル」で知人の結婚披露宴に出席。▽17時19分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽19時23分　公邸。 
3363,Fumio_Kishida,6月4日,2022-06-05,　午前中は来客なく、公邸で過ごす。▽13時3分　東京・東新橋の複合施設「カレッタ汐留」。「カレッタスタジオ」で参院選の政見放送収録。▽15時43分　公邸。44分　政府広報用などのビデオメッセージ収録。▽16時31分　秋葉国家安全保障局長、外務省の森次官、山田外務審議官、岡野総合外交政策局長、加納南部アジア部長。▽17時19分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽19時13分　公邸。 
3376,Fumio_Kishida,6月18日,2022-06-19,▽7時44分　公邸発。54分　ＪＲ東京駅。▽11時9分　つばさ127号でＪＲ山形駅。11分　徒歩で山形市のホテルメトロポリタン山形。19分　宴会場「霞城」で党参院選立候補予定者の決起大会に出席し、あいさつ。39分　宴会場「朝日」で観光関係団体と懇談。吉村美栄子山形県知事ら同席。58分　宴会場「出羽」で党参院選立候補予定者の集会に出席。▽12時25分　徒歩でＪＲ山形駅。同駅前で街頭演説。佐藤孝弘同市長ら見送り。▽15時48分　つばさ142号でＪＲ東京駅。56分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽18時14分　東京・赤坂のＡＮＡインターコンチネンタルホテル東京。中国料理店「花梨」で秘書官と食事。▽19時29分　東京・銀座の歌舞伎座タワー。インターネット動画中継サイト「ニコニコ動画」の党首討論に出演。▽21時17分　公邸。 
3391,Fumio_Kishida,7月3日,2022-07-04,▽8時26分　公邸発。32分　東京・紀尾井町のＮＨＫ千代田放送会館。▽9時　報道番組に出演。▽10時35分　ＪＲ渋谷駅ハチ公口。街頭演説。▽11時34分　東京・浅草の雷門前。街頭演説。▽12時31分　羽田空港。▽14時28分　全日空65便で新千歳空港。▽15時38分　札幌市中央区の複合ビル「札幌国際ビルディング」前。街頭演説。▽16時18分　同区の大通公園。街頭演説。▽17時44分　新千歳空港。47分　岸田文雄札幌後援会の岩田圭剛最高顧問、古野重幸会長ら。渡辺総務政務官、橋本聖子参院議員同席。▽19時31分　日本航空522便で羽田空港。▽20時12分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽21時47分　公邸。 
3404,Fumio_Kishida,7月16日,2022-07-17,▽11時52分　公邸発。▽12時31分　横浜市西区の国際会議場「パシフィコ横浜ノース」。日本青年会議所主催の「サマーコンファレンス2022」に出席し、中島土会頭と対談。▽14時15分　東京・銀座のリラクセーションサロン「クイーンズウェイ銀座並木通り店」。マッサージ。▽16時21分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽18時32分　東京・西五反田の桐ケ谷斎場。故藤井裕久元財務相の通夜に参列。49分　公邸。▽19時54分　東京・麻布十番の焼き鳥店「中目黒いぐち麻布十番店」。裕子夫人と食事。▽22時7分　公邸。 
3417,Fumio_Kishida,7月30日,2022-07-31,　午前中は来客なく、公邸で過ごす。▽14時57分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時12分　公邸。 
3431,Fumio_Kishida,8月14日,2022-08-15,▽10時26分　東京・赤坂の「エースゴルフクラブ赤坂」。ゴルフの練習。裕子夫人同行。▽11時55分　公邸。▽14時53分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽16時56分　公邸。 
3459,Fumio_Kishida,9月11日、12日,2022-09-13,〈11日〉　午前中は来客なく、公邸で過ごす。▽13時3分　東京・銀座のリラクセーションサロン「クイーンズウェイ銀座並木通り店」。マッサージ。▽15時8分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時1分　公邸。〈12日〉▽9時　公邸から官邸。▽10時14分　東京・紀尾井町のホテルニューオータニ。宴会場「鶴の間」で日本遺族会創立75周年記念式典に出席し、あいさつ。▽11時52分　官邸。▽12時1分　森山選対委員長と会食。▽13時25分　西村経産相、山田外務副大臣、松尾経産省通商政策局長。50分　加藤厚労相。▽14時15分　浜田防衛相、秋葉国家安全保障局長、防衛省の鈴木次官、山崎統合幕僚長、井筒航空幕僚長。47分　国家安全保障局長、森外務次官。▽15時7分　鈴木賢日本医薬品卸売業連合会会長。▽16時2分　ＢＳテレ東の報道番組の収録。37分　神田財務官。▽17時20分　小野田内閣府賞勲局長。40分　サウジアラビアのムハンマド・ビン・サルマン皇太子と電話。▽18時16分　東京・麻布台の「東京アメリカンクラブ」。日本女性エグゼクティブ協会のセミナーに出席し、あいさつ。52分　東京・丸の内のパレスホテル東京。中国料理店「琥珀宮」で遠藤総務会長、江渡総務会長代行と会食。▽21時22分　公邸。 
3472,Fumio_Kishida,9月25日,2022-09-26,▽8時12分　公邸で村田内閣危機管理監、秋葉国家安全保障局長、高橋官房副長官補、滝沢内閣情報官、増田防衛省防衛政策局長。▽13時34分　報道各社のインタビュー。41分　東京・平河町の都市センターホテル。宴会場「コスモスホール」で第14回公明党大会に出席し、あいさつ。▽14時13分　公邸。56分　松野、磯崎、栗生正副官房長官。▽17時5分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽18時57分　公邸。 
3485,Fumio_Kishida,10月8日,2022-10-09,　午前中は来客なく、公邸で過ごす。▽14時55分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時5分　公邸。 
3505,Fumio_Kishida,10月29日,2022-10-30,　午前中は来客なく、公邸で過ごす。▽15時3分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時1分　公邸。▽18時3分　東京・高輪のグランドプリンスホテル高輪。「鉄板焼　しゃぶしゃぶ　ステーキハウス　桂」で麻生副総裁と会食。▽20時20分　公邸。 
3526,Fumio_Kishida,11月20日,2022-11-21,▽10時20分　公邸発。30分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽12時12分　公邸。▽13時5分　松野、木原、磯崎、栗生正副官房長官。▽14時20分　松野、木原、磯崎、栗生正副官房長官、消費者庁の新井長官、黒田次長。49分　松野、木原、磯崎、栗生正副官房長官。▽17時55分　松野、木原、磯崎、栗生正副官房長官。▽19時38分　寺田総務相。官房長官同席。▽20時10分　報道各社のインタビュー。34分　木原副長官。▽22時6分　磯崎副長官。▽23時35分　磯崎副長官出る。 
3539,Fumio_Kishida,12月3日,2022-12-04,▽8時32分　公邸発。44分　東京・三田の三田共用会議所。▽9時2分　「国際女性会議ＷＡＷ！」に出席し、あいさつ。21分　モルドバのサンドゥ大統領と首脳会談。44分　アイスランドのヨハネソン大統領と首脳会談。▽10時10分　公邸。11分　自身の後援会向けビデオメッセージ収録。▽13時9分　東京・雷門の「台東歯科クリニック」。歯のクリーニング。▽14時23分　東京・日本橋室町の商業施設「コレド室町テラス」。同施設内の「誠品生活日本橋」で書籍を購入。▽14時44分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時3分　公邸。▽20時　東京・上野公園の東京国立博物館平成館。特別展「国宝　東京国立博物館のすべて」を鑑賞。林外相、都倉文化庁長官同行。▽21時38分　公邸。 
3552,Fumio_Kishida,12月17日,2022-12-18,　午前中は来客なく、公邸で過ごす。▽14時3分　東京・銀座のリラクセーションサロン「クイーンズウェイ銀座並木通り店」。マッサージ。▽16時9分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽18時4分　公邸。 
3566,Fumio_Kishida,12月31日,2023-01-01,▽9時30分　公邸で村田内閣危機管理監、高橋官房副長官補、滝沢内閣情報官、増田防衛省防衛政策局長。▽11時1分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽13時7分　公邸。▽14時14分　東京・八重洲の書店「八重洲ブックセンター本店」。本を購入。▽15時28分　公邸。 
3586,Fumio_Kishida,1月21日,2023-01-22,　午前中は来客なく、公邸で過ごす。▽15時3分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時　公邸。 
3601,Fumio_Kishida,2月5日,2023-02-06,　午前中は来客なく、公邸で過ごす。▽13時3分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽15時21分　公邸。 
3613,Fumio_Kishida,2月18日,2023-02-19,　午前中は来客なく、公邸で過ごす。▽15時32分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時41分　東京・北品川の「松脇クリニック品川」。慢性副鼻腔（びくう）炎の治療。手術後の経過観察と処置。▽18時49分　官邸。報道各社のインタビュー。▽19時4分　国家安全保障会議。20分　報道各社のインタビュー。23分　公邸。 
3627,Fumio_Kishida,3月4日,2023-03-05,▽8時48分　公邸発。59分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽11時　公邸。▽13時52分　磯崎官房副長官。▽18時8分　東京・虎ノ門のホテル「Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ」。宴会場「平安の間」で「タムスグループ創立30周年記念祝賀会」に出席し、あいさつ。44分　公邸。 
3640,Fumio_Kishida,3月18日,2023-03-19,▽9時25分　公邸発。36分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽11時16分　公邸。▽12時11分　加藤厚労相、小倉少子化相、後藤経財相、木原官房副長官、山崎参与、渡辺こども家庭庁設立準備室長。▽15時28分　ドイツのショルツ首相を出迎え。29分　ショルツ首相と首脳会談。51分　ショルツ首相と首脳会談少人数会合。▽16時26分　官邸。27分　儀仗（ぎじょう）隊による栄誉礼、儀仗。37分　日独政府間協議。▽18時7分　ショルツ首相と共に日独経済関係者と意見交換。50分　共同記者会見。▽19時30分　公邸。39分　岸田首相主催の夕食会。▽20時41分　ショルツ首相を見送り。 
3654,Fumio_Kishida,4月1日,2023-04-02,▽7時17分　公邸発。28分　ＪＲ東京駅。▽9時10分　やまびこ125号でＪＲ福島駅。▽10時42分　福島県浪江町の複合施設「ふれあいセンターなみえ」。福島国際研究教育機構の開所式に出席し、あいさつ。記念撮影。視察。渡辺復興相、内堀雅雄知事、山崎光悦同機構理事長同行。▽11時29分　同町の日本料理店「味感さとう」。復興相、内堀知事、吉田栄光町長らと会食。▽12時31分　同県富岡町の夜の森地区。避難指示解除の記念式典に出席し、あいさつ。展示ブースでパッションフルーツのジュースを試飲、メレンゲを試食。地酒を購入。桜並木を観賞。復興相、内堀知事、山本育男町長同行。▽14時1分　同県いわき市の福島工業高等専門学校。同校と福島国際研究教育機構の連携協定調印式に同席。学生によるロボットコンテスト出場機のデモンストレーションを見学。復興相、内堀知事、内田広之市長同行。34分　報道各社のインタビュー。▽15時5分　ＪＲいわき駅。▽17時44分　ひたち20号でＪＲ東京駅。54分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽19時50分　公邸。 
3669,Fumio_Kishida,4月15日,2023-04-16,▽8時2分　公邸発。25分　羽田空港。▽10時3分　全日空3821便で関西空港。▽11時17分　和歌山市の雑賀崎漁港。地元漁業関係者と意見交換。爆発物が投げ込まれ、街頭演説を中止。退避。48分　同市の和歌山県警本部。▽12時42分　ＪＲ和歌山駅前。街頭演説。▽13時42分　関西空港。▽15時13分　全日空3824便で羽田空港。原警察庁警備局長。▽16時40分　ＪＲ新浦安駅前広場。街頭演説。▽17時46分　ＪＲ本八幡駅北口。街頭演説。▽18時54分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽20時38分　公邸。 
3689,Fumio_Kishida,5月6日,2023-05-07,　午前中は来客なく、公邸で過ごす。▽13時28分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽15時28分　公邸。29分　谷防災相、村田内閣危機管理監、榊内閣府政策統括官。46分　木原官房副長官、秋葉国家安全保障局長、外務省の森次官、山田外務審議官、船越アジア大洋州局長。▽16時15分　木原副長官、国家安全保障局長、外務省の次官、山田外務審議官、アジア大洋州局長、平井経産審議官、岡防衛審議官。▽17時50分　木原副長官、国家安全保障局長、外務次官。▽18時7分　国家安全保障局長。13分　国家安全保障局長出る。 
3710,Fumio_Kishida,5月27日,2023-05-28,　午前中は来客なく、公邸で過ごす。▽13時42分　東京・平河町の砂防会館別館。46分　会議室「穂高」で北朝鮮による拉致被害者家族の横田早紀江さんらと面会。松野拉致問題相ら同席。▽14時　会議室「利根」で拉致問題の国民大集会に出席し、あいさつ。36分　公邸。▽15時56分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽18時4分　公邸。 
3725,Fumio_Kishida,6月10日,2023-06-11,　午前中は来客なく、公邸で過ごす。▽14時3分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽15時57分　公邸。 
3738,Fumio_Kishida,6月24日,2023-06-25,▽9時34分　公邸発。42分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽11時41分　公邸。▽12時43分　東京・西新宿の都庁。北展望室の大規模接種会場で新型コロナウイルスのワクチン接種。▽13時26分　公邸。 
3752,Fumio_Kishida,7月8日,2023-07-09,▽10時43分　公邸発。53分　東京・芝公園の増上寺。故安倍晋三元首相の一周忌法要。▽11時14分　東京・芝公園のホテル「ザ・プリンスパークタワー東京」。宴会場「コンベンションホール」で故安倍元首相をしのぶ食事会に出席し、あいさつ。▽12時51分　公邸。▽14時23分　東京・元赤坂の明治記念館。27分　故安倍元首相の昭恵夫人。▽15時4分　宴会場「富士の間」で「安倍晋三元総理の志を継承する集い」に出席し、あいさつ。22分　公邸。47分　東京・鍛冶町の「ヘア　モード　キクチ神田日銀通り店」。散髪。▽17時51分　羽田空港。▽19時30分　全日空683便で広島空港。▽20時29分　広島市南区の自宅。 
